Year,SampleID,SampleType,EventID ,SamplingLocation ,SamplingSite,SiteCode,EventDate,RecordedBy,DecimalLatitude,DecimalLongitude,VolumeFiltered (mL),FilterType,Brook Floater OccurrenceStatus,Brook Floater Ct_1,Brook Floater Ct_2,Brook Floater Ct_3,Brook Floater eDNA Concentration_1 (pg/L),Brook Floater eDNA Concentration_2 (pg/L),Brook Floater eDNA Concentration_3 (pg/L),Eastern Pearlshell OccurrenceStatus,Eastern Pearlshell Ct_1,Eastern Pearlshell Ct_2,Eastern Pearlshell Ct_3,Eastern Pearlshell eDN/A concentration_1 (pg/L),Eastern Pearlshell eDN/A concentration_2 (pg/L),Eastern Pearlshell eDN/A concentration_3 (pg/L),Yellow Lampmussel OccurrenceStatus,Yellow Lampmussel Ct_1,Yellow Lampmussel Ct_2,Yellow Lampmussel Ct_3,Yellow Lampmussel eDN/A concentration_1 (pg/L) ,Yellow Lampmussel eDN/A concentration_2 (pg/L) ,Yellow Lampmussel eDN/A concentration_3 (pg/L) 
2018,r18D:2870,Sample,2018-r18D:2870,Shediac River,ShdM,N/A,8/15/2018,SBWA,46.20756,-64.67253,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,27,27,N/A,3310.2,3262.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2871,Sample,2018-r18D:2871,Shediac River,ShdM,N/A,8/15/2018,SBWA,46.20598,-64.67189,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,25.6,25.6,N/A,8349,8056.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2872,Field blank,2018-r18D:2872,N/A,N/A,N/A,8/15/2018,SBWA,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,31.5,32.8,N/A,180.5,77.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2873,Sample,2018-r18D:2873,Shediac River,ShdN,N/A,8/17/2018,SBWA,46.23659,-64.70373,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,28.6,28.6,N/A,1144.5,1182.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2874,Sample,2018-r18D:2874,Shediac River,ShdN,N/A,8/17/2018,SBWA,46.23674,-64.7068,1000,0.8 µm Nylon,Inconclusive / Non concluant,No Ct,38.2,N/A,0,5.8,N/A,Detected / Détecté,27.5,27.4,N/A,2427.2,2592.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2875,Sample,2018-r18D:2875,Shediac River,ShdN,N/A,8/17/2018,SBWA,46.23707,-64.71204,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,27.7,27.6,N/A,2100.9,2186.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2876,Field blank,2018-r18D:2876,N/A,N/A,N/A,8/17/2018,SBWA,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2877,Sample,2018-r18D:2877,Shediac River,ShdE,N/A,8/21/2018,SBWA,46.24506,-64.66479,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,27.5,27.6,N/A,2437.2,2218.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2878,Sample,2018-r18D:2878,Shediac River,ShdE,N/A,8/21/2018,SBWA,46.24448,-64.66694,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,27,26.8,N/A,3332.3,3648.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2879,Field blank,2018-r18D:2879,N/A,N/A,N/A,8/21/2018,SBWA,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2880,Sample,2018-r18D:2880,Shediac River,ShdG,N/A,8/21/2018,SBWA,46.24135,-64.66082,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,26.6,26.3,N/A,4331.5,5296.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2881,Sample,2018-r18D:2881,Shediac River,ShdG,N/A,8/21/2018,SBWA,46.24015,-64.66269,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,26.8,26.9,N/A,3740.6,3593.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2882,Sample,2018-r18D:2882,Shediac River,ShdI,N/A,8/21/2018,SBWA,46.24153,-64.66001,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,27,27.4,N/A,3323.3,2596.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2884,Field blank,2018-r18D:2884,N/A,N/A,N/A,8/21/2018,SBWA,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2885,Sample,2018-r18D:2885,Shediac River,ShdI,N/A,8/21/2018,SBWA,46.24507,-64.65461,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,26.8,26.8,N/A,3851.8,3864.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2886,Sample,2018-r18D:2886,Shediac River,ShdI,N/A,8/21/2018,SBWA,46.24272,-64.65487,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,26,26.1,N/A,6392.7,5921.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2887,Sample,2018-r18D:2887,Shediac River,ShdL,N/A,8/23/2018,SBWA,46.21592,-64.67824,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,28,28.4,N/A,1751.2,1350.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2888,Sample,2018-r18D:2888,Scoudouc River,ScdD,N/A,8/13/2018,SBWA,46.19414,-64.52111,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,28.8,28.9,N/A,1059.1,959.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2889,Sample,2018-r18D:2889,Shediac River,ShdL,N/A,8/23/2018,SBWA,46.20897,-64.69388,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,27.7,27.4,N/A,2168.3,2537.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2890,Sample,2018-r18D:2890,Shediac River,ShdJ,N/A,8/23/2018,SBWA,46.26228,-64.64388,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,31.2,30.7,N/A,225.8,303.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2891,Sample,2018-r18D:2891,Shediac River,ShdG,N/A,8/23/2018,SBWA,46.2147,-64.67492,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,26.8,26.6,N/A,3653.2,4262.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2892,Sample,2018-r18D:2892,Scoudouc River,ScdF,N/A,8/24/2018,SBWA,46.18368,-64.51052,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,29.3,29,N/A,728.1,921.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2893,Sample,2018-r18D:2893,Scoudouc River,ScdF,N/A,8/24/2018,SBWA,46.18264,-64.5113,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,30.3,30,N/A,391.8,489.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3026,Field blank,2018-r18D:3026,N/A,N/A,N/A,7/11/2018,GKWA,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3027,Sample,2018-r18D:3027,Kouchibouguacis River,Kcis4,N/A,7/10/2018,GKWA,46.7065,-65.07861,1000,0.8 µm Nylon,Detected / Détecté,37.2,38.2,N/A,11.7,5.9,N/A,Detected / Détecté,30,29.8,N/A,482.8,549.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3028,Sample,2018-r18D:3028,Kouchibouguacis River (Ruisseau de la Truite),Kcis5,N/A,7/10/2018,GKWA,46.70253,-65.08914,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,30.2,30.1,N/A,420.6,436,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3029,Sample,2018-r18D:3029,Kouchibouguacis River (Ruisseau de la Truite),Kcis6,N/A,7/10/2018,GKWA,46.70472,-65.09658,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,29.7,29.3,N/A,588.8,764.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3030,Sample,2018-r18D:3030,Kouchibouguacis River,Kcis7,N/A,7/10/2018,GKWA,46.69994,-65.08431,1000,0.8 µm Nylon,Inconclusive / Non concluant,No Ct,37.9,N/A,0,7.4,N/A,Detected / Détecté,30.9,30.6,N/A,258.9,316.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3031,Sample,2018-r18D:3031,Kouchibouguacis River,Kcis8,N/A,7/10/2018,GKWA,46.6705,-65.14122,1000,0.8 µm Nylon,Inconclusive / Non concluant,No Ct,37.7,N/A,0,8.3,N/A,Detected / Détecté,30.9,30.8,N/A,258.9,277.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3032,Sample,2018-r18D:3032,Kouchibouguacis River,Kcis9,N/A,7/10/2018,GKWA,46.67328,-65.13772,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,31.4,31.2,N/A,191.4,217.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3033,Sample,2018-r18D:3033,Kouchibouguac River (Tweedie Brook),Kou1,N/A,7/11/2018,GKWA,46.782,-65.13592,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,30.5,30.7,N/A,355.8,296.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3034,Sample,2018-r18D:3034,Kouchibouguac River,Kou2,N/A,7/11/2018,GKWA,46.74397,-65.19989,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,28.6,28.6,N/A,1194,1214.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3035,Sample,2018-r18D:3035,Kouchibouguac River,Kou3,N/A,7/11/2018,GKWA,46.74044,-65.20483,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,28.6,28.6,N/A,1179.8,1193.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3036,Field blank,2018-r18D:3036,N/A,N/A,N/A,7/12/2018,GKWA,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3037,Field blank,2018-r18D:3037,N/A,N/A,N/A,7/12/2018,GKWA,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3038,Field blank,2018-r18D:3038,N/A,N/A,N/A,7/12/2018,GKWA,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3039,Sample,2018-r18D:3039,Kouchibouguac River,Kou4,N/A,7/16/2018,GKWA,46.6965,-65.31456,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,28,28.1,N/A,1700.1,1627.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:3040,Sample,2018-r18D:3040,Kouchibouguac River,Kou5,N/A,7/16/2018,GKWA,46.69386,-65.3235,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,27.1,27.2,N/A,3193.1,2922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2894,Field blank,2018-r18D:2894,N/A,N/A,N/A,7/31/2018,MREAC,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2895,Sample,2018-r18D:2895,Bay du Vin River,Mir2,N/A,7/31/2018,MREAC,46.95507,-65.12053,1000,0.8 µm Nylon,Inconclusive / Non concluant,No Ct,37.6,N/A,0,8.7,N/A,Detected / Détecté,27.8,27.8,N/A,2009.7,1925.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2896,Sample,2018-r18D:2896,Black River,Mir3,N/A,7/31/2018,MREAC,46.98493,-65.3047,1000,0.8 µm Nylon,Detected / Détecté,36.8,37.2,N/A,14.9,11.7,N/A,Detected / Détecté,30.9,30.6,N/A,260.2,320.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2897,Sample,2018-r18D:2897,Barnaby River (Semiwagan Stream),Mir4,N/A,7/31/2018,MREAC,46.8858,-65.59734,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,30.2,30.2,N/A,418,412.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2898,Sample,2018-r18D:2898,Renous River,Mir5,N/A,8/1/2018,MREAC,46.80502,-65.87044,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,30.8,30.9,N/A,276.5,258.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2899,Sample,2018-r18D:2899,Dungarvon River,Mir6,N/A,8/1/2018,MREAC,46.8144,-65.91694,1000,0.8 µm Nylon,Inconclusive / Non concluant,No Ct,37.7,N/A,0,8,N/A,Detected / Détecté,30,30.1,N/A,470.6,455.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2900,Sample,2018-r18D:2900,Bartholomew River,Mir7,N/A,8/1/2018,MREAC,46.73845,-65.83012,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,28.7,28.5,N/A,1071.3,1266.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2901,Sample,2018-r18D:2901,Cains River,Mir8,N/A,8/1/2018,MREAC,46.66637,-65.77612,1000,0.8 µm Nylon,Inconclusive / Non concluant,36.7,No Ct,N/A,15.4,0,N/A,Detected / Détecté,28.3,28.6,N/A,1384.3,1173.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2902,Sample,2018-r18D:2902,Southwest Miramichi River,Mir9,N/A,8/1/2018,MREAC,46.6179,-65.87869,1000,0.8 µm Nylon,Detected / Détecté,37.9,37.2,N/A,7.2,11.2,N/A,Detected / Détecté,30.9,30.8,N/A,259.2,281,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2903,Sample,2018-r18D:2903,Taxis River,Mir10,N/A,8/1/2018,MREAC,46.45413,-66.42304,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,29.7,29.9,N/A,576,525,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2905,Sample,2018-r18D:2905,Black River,Mir3,N/A,8/10/2018,MREAC,46.98493,-65.3047,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,32.8,32.6,N/A,77.3,89.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2906,Sample,2018-r18D:2906,Southwest Miramichi River,Mir9,N/A,8/10/2018,MREAC,46.6179,-65.87869,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,32.3,31.7,N/A,107.3,158.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2907,Sample,2018-r18D:2907,Bartholomew River,Mir7,N/A,8/10/2018,MREAC,46.73845,-65.83012,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,30,30.9,N/A,469.9,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2908,Sample,2018-r18D:2908,Dungarvon River,Mir6,N/A,8/10/2018,MREAC,46.8144,-65.91694,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,32.6,33.9,N/A,90.2,39.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2909,Sample,2018-r18D:2909,Renous River,Mir5,N/A,8/10/2018,MREAC,46.80502,-65.87044,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,34.9,33.8,N/A,20,41.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2910,Sample,2018-r18D:2910,Taxis River,Mir10,N/A,8/10/2018,MREAC,46.45413,-66.42304,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,30.3,29.8,N/A,381.8,531.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2911,Sample,2018-r18D:2911,Barnaby River (Semiwagan Stream),Mir4,N/A,8/10/2018,MREAC,46.8858,-65.59734,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,31.7,32.9,N/A,156,72.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2912,Sample,2018-r18D:2912,Cains River,Mir8,N/A,8/10/2018,MREAC,46.66637,-65.77612,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,27.5,27.3,N/A,2422.9,2808.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2913,Field blank,2018-r18D:2913,N/A,N/A,N/A,8/10/2018,MREAC,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2914,Sample,2018-r18D:2914,Bay du Vin River,Mir2,N/A,8/13/2018,MREAC,46.95507,-65.12053,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,28,27.8,N/A,1779.4,1951.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2916,Sample,2018-r18D:2916,Dungarvon River,Mir6,N/A,8/22/2018,MREAC,46.8144,-65.91694,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,28.4,28.2,N/A,1352.3,1568.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2917,Sample,2018-r18D:2917,Renous River,Mir5,N/A,8/22/2018,MREAC,46.80502,-65.87044,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,29.7,29.7,N/A,594.4,576.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2918,Sample,2018-r18D:2918,Barnaby River (Semiwagan Stream),Mir4,N/A,8/22/2018,MREAC,46.8858,-65.59734,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,29,29,N/A,915.9,920.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2919,Sample,2018-r18D:2919,Black River,Mir3,N/A,8/22/2018,MREAC,46.98493,-65.3047,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,27.3,27.1,N/A,2690.1,3026.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2920,Sample,2018-r18D:2920,Bay du Vin River,Mir2,N/A,8/22/2018,MREAC,46.95507,-65.12053,1000,0.8 µm Nylon,Inconclusive / Non concluant,No Ct,38.5,N/A,0,4.8,N/A,Detected / Détecté,25.9,26.1,N/A,6612.1,5763.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2921,Sample,2018-r18D:2921,Bartholomew River,Mir7,N/A,8/23/2018,MREAC,46.73845,-65.83012,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,26.4,26.3,N/A,4866.8,5133.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2922,Sample,2018-r18D:2922,Cains River,Mir8,N/A,8/23/2018,MREAC,46.66637,-65.77612,1000,0.8 µm Nylon,Inconclusive / Non concluant,39.5,No Ct,N/A,2.5,0,N/A,Detected / Détecté,25.7,25.7,N/A,7579.6,7471.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2923,Sample,2018-r18D:2923,Southwest Miramichi River,Mir9,N/A,8/23/2018,MREAC,46.6179,-65.87869,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,28.5,28.7,N/A,1222.2,1139.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2924,Sample,2018-r18D:2924,Taxis River,Mir10,N/A,8/23/2018,MREAC,46.45413,-66.42304,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,28.3,28.6,N/A,1428,1196,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2925,Field blank,2018-r18D:2925,N/A,N/A,N/A,8/23/2018,MREAC,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2926,Sample,2018-r18D:2926,Bartibog River,Mir13,N/A,8/9/2018,ARM,47.18954,-65.40551,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,31.9,34.3,N/A,136.6,29.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2927,Sample,2018-r18D:2927,Bartibog River,Mir14,N/A,8/9/2018,ARM,47.20463,-65.44149,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,27.1,26.8,N/A,3183.6,3758.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2928,Sample,2018-r18D:2928,Northwest Millstream,Mir15,N/A,8/9/2018,ARM,46.97413,-65.69418,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,28.5,28.3,N/A,1252.6,1405.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2929,Field blank,2018-r18D:2929,N/A,N/A,N/A,8/9/2018,ARM,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2930,Sample,2018-r18D:2930,Little Southwest Miramichi River,Mir16,N/A,8/9/2018,ARM,46.92961,-65.94961,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,34,33.7,N/A,35.5,44.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2931,Field blank,2018-r18D:2931,N/A,N/A,N/A,8/13/2018,ARM,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2932,Sample,2018-r18D:2932,Tomogonops River,Mir17,N/A,8/13/2018,ARM,47.233,-65.836,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Inconclusive / Non concluant,38.3,No Ct,N/A,2.2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2933,Sample,2018-r18D:2933,Northwest Miramichi River ,Mir18,N/A,8/13/2018,ARM,47.13493,-65.8329,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Detected / Détecté,30.7,30.7,N/A,296.2,296.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2934,Sample,2018-r18D:2934,Big Sevogle River,Mir19,N/A,8/13/2018,ARM,47.04739,-65.8371,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Inconclusive / Non concluant,32.3,No Ct,N/A,107.5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,r18D:2935,Sample,2018-r18D:2935,Little Sevogle River,Mir20,N/A,8/15/2018,ARM,47.042272,-65.888866,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,Not Detected / Non détecté,No Ct,No Ct,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
