abft_thon,region_région,year_année,month_mois,day_jour,latitude_latitude,longitude_longitude,fkl_lf,rw_pt,dw_pé,preyw_pproie,preyl_lproie,digestion_digestion,quantity_quantitée,prey_proie_fr,prey_proie_en,prey_proie_latin
331,PEI,2023,9,14,NA,NA,240,215,NA,31.05,18.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
331,PEI,2023,9,14,NA,NA,240,215,NA,35.28,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
331,PEI,2023,9,14,NA,NA,240,215,NA,22.57,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
331,PEI,2023,9,14,NA,NA,240,215,NA,16.51,14.00,4,1,Poisson non-identifié,Fish unidentified,NA
331,PEI,2023,9,14,NA,NA,240,215,NA,83.96,NA,5,3,Poisson non-identifié,Fish unidentified,NA
332,PEI,2023,9,13,NA,NA,234,220,NA,18.83,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
332,PEI,2023,9,13,NA,NA,234,220,NA,4.11,NA,5,1,Poisson non-identifié,Fish unidentified,NA
332,PEI,2023,9,13,NA,NA,234,220,NA,0.02,NA,1,1,Autre,Other,NA
333,PEI,2023,8,29,NA,NA,250,211,NA,210.48,28.00,2,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
333,PEI,2023,8,29,NA,NA,250,211,NA,16.90,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
334,PEI,2023,NA,NA,NA,NA,253,271,NA,276.54,30.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
334,PEI,2023,NA,NA,NA,NA,253,271,NA,246.49,26.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
334,PEI,2023,NA,NA,NA,NA,253,271,NA,171.68,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
334,PEI,2023,NA,NA,NA,NA,253,271,NA,87.34,23.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
334,PEI,2023,NA,NA,NA,NA,253,271,NA,113.45,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
334,PEI,2023,NA,NA,NA,NA,253,271,NA,90.21,20.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
334,PEI,2023,NA,NA,NA,NA,253,271,NA,50.71,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
334,PEI,2023,NA,NA,NA,NA,253,271,NA,67.28,22.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
334,PEI,2023,NA,NA,NA,NA,253,271,NA,59.35,21.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
334,PEI,2023,NA,NA,NA,NA,253,271,NA,29.60,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
334,PEI,2023,NA,NA,NA,NA,253,271,NA,25.66,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
334,PEI,2023,NA,NA,NA,NA,253,271,NA,74.73,NA,5,3,Hareng atlantique,Atlantic herring,Clupea harengus
335,PEI,2023,9,12,NA,NA,210,143,NA,21.15,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,17.65,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,20.24,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,24.69,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,28.95,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,18.68,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,21.42,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,15.79,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,18.09,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,31.23,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,42.31,18.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,21.83,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,17.39,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,19.05,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,22.33,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,20.64,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,17.55,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,18.46,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,20.56,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,15.56,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,22.12,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,24.50,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
335,PEI,2023,9,12,NA,NA,210,143,NA,233.22,NA,5,12,Poisson non-identifié,Fish unidentified,NA
336,PEI,2023,9,11,NA,NA,245,232,NA,339.21,33.00,1,1,Poisson appât non-identifié,Bait fish unidentified,NA
336,PEI,2023,9,11,NA,NA,245,232,NA,104.74,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
336,PEI,2023,9,11,NA,NA,245,232,NA,23.03,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
336,PEI,2023,9,11,NA,NA,245,232,NA,38.38,18.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
336,PEI,2023,9,11,NA,NA,245,232,NA,19.02,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
336,PEI,2023,9,11,NA,NA,245,232,NA,17.33,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
336,PEI,2023,9,11,NA,NA,245,232,NA,15.54,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
336,PEI,2023,9,11,NA,NA,245,232,NA,23.56,14.00,4,1,Poisson non-identifié,Fish unidentified,NA
336,PEI,2023,9,11,NA,NA,245,232,NA,15.35,13.00,4,1,Poisson non-identifié,Fish unidentified,NA
336,PEI,2023,9,11,NA,NA,245,232,NA,18.01,12.00,4,1,Poisson non-identifié,Fish unidentified,NA
336,PEI,2023,9,11,NA,NA,245,232,NA,24.25,13.00,4,1,Poisson non-identifié,Fish unidentified,NA
336,PEI,2023,9,11,NA,NA,245,232,NA,331.82,NA,5,15,Maquereau bleu,Atlantic mackerel,Scomber scombrus
337,PEI,2023,9,8,NA,NA,252,273,NA,165.29,28.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
337,PEI,2023,9,8,NA,NA,252,273,NA,138.43,25.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
337,PEI,2023,9,8,NA,NA,252,273,NA,266.52,31.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
337,PEI,2023,9,8,NA,NA,252,273,NA,203.23,30.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
337,PEI,2023,9,8,NA,NA,252,273,NA,149.80,27.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
337,PEI,2023,9,8,NA,NA,252,273,NA,112.42,26.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
337,PEI,2023,9,8,NA,NA,252,273,NA,65.08,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
337,PEI,2023,9,8,NA,NA,252,273,NA,256.44,NA,5,3,Poisson non-identifié,Fish unidentified,NA
337,PEI,2023,9,8,NA,NA,252,273,NA,0.44,5.00,1,1,Hirudinella sp.,Hirudinella sp.,Hirudinella sp.
338,PEI,2023,NA,NA,NA,NA,256,260,NA,220.32,29.00,1,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
338,PEI,2023,NA,NA,NA,NA,256,260,NA,22.95,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
338,PEI,2023,NA,NA,NA,NA,256,260,NA,57.64,19.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
338,PEI,2023,NA,NA,NA,NA,256,260,NA,21.26,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
338,PEI,2023,NA,NA,NA,NA,256,260,NA,16.82,13.00,4,1,Poisson non-identifié,Fish unidentified,NA
338,PEI,2023,NA,NA,NA,NA,256,260,NA,14.69,13.00,4,1,Poisson non-identifié,Fish unidentified,NA
338,PEI,2023,NA,NA,NA,NA,256,260,NA,122.53,NA,5,4,Poisson non-identifié,Fish unidentified,NA
339,PEI,2023,9,1,NA,NA,255,229,NA,240.57,29.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
339,PEI,2023,9,1,NA,NA,255,229,NA,145.10,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
340,PEI,2023,9,12,NA,NA,267,270,NA,29.50,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
340,PEI,2023,9,12,NA,NA,267,270,NA,21.77,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
340,PEI,2023,9,12,NA,NA,267,270,NA,41.13,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
340,PEI,2023,9,12,NA,NA,267,270,NA,19.08,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
340,PEI,2023,9,12,NA,NA,267,270,NA,30.64,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
341,PEI,2023,10,6,NA,NA,200,128,NA,16.41,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,17.93,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,26.71,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,27.71,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,23.65,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,22.46,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,19.07,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,16.93,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,13.52,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,19.30,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,27.71,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,14.20,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,19.76,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,18.26,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,13.16,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,23.29,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,17.65,13.00,4,1,Poisson non-identifié,Fish unidentified,NA
342,PEI,2023,9,11,NA,NA,268,279,NA,17.08,14.00,4,1,Poisson non-identifié,Fish unidentified,NA
342,PEI,2023,9,11,NA,NA,268,279,NA,14.62,13.00,4,1,Poisson non-identifié,Fish unidentified,NA
342,PEI,2023,9,11,NA,NA,268,279,NA,14.25,13.00,4,1,Poisson non-identifié,Fish unidentified,NA
342,PEI,2023,9,11,NA,NA,268,279,NA,11.28,13.00,4,1,Poisson non-identifié,Fish unidentified,NA
342,PEI,2023,9,11,NA,NA,268,279,NA,14.29,13.00,4,1,Poisson non-identifié,Fish unidentified,NA
342,PEI,2023,9,11,NA,NA,268,279,NA,8.50,13.00,5,1,Poisson non-identifié,Fish unidentified,NA
342,PEI,2023,9,11,NA,NA,268,279,NA,26.34,14.00,4,1,Poisson non-identifié,Fish unidentified,NA
342,PEI,2023,9,11,NA,NA,268,279,NA,19.56,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,14.36,11.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
342,PEI,2023,9,11,NA,NA,268,279,NA,496.83,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
343,PEI,2023,NA,NA,NA,NA,268,253,NA,14.89,10.00,5,1,Poisson non-identifié,Fish unidentified,NA
343,PEI,2023,NA,NA,NA,NA,268,253,NA,20.03,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
343,PEI,2023,NA,NA,NA,NA,268,253,NA,27.02,NA,1,1,Autre,Other,NA
344,PEI,2023,9,30,NA,NA,236,224,NA,190.51,25.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
344,PEI,2023,9,30,NA,NA,236,224,NA,199.79,28.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
344,PEI,2023,9,30,NA,NA,236,224,NA,147.16,25.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
344,PEI,2023,9,30,NA,NA,236,224,NA,156.26,28.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
344,PEI,2023,9,30,NA,NA,236,224,NA,150.23,26.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
345,PEI,2023,NA,NA,NA,NA,254,259,NA,120.18,23.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
345,PEI,2023,NA,NA,NA,NA,254,259,NA,4.92,NA,1,1,Autre,Other,NA
345,PEI,2023,NA,NA,NA,NA,254,259,NA,30.21,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
346,PEI,2023,NA,NA,NA,NA,275,323,NA,36.50,17.00,4,1,Poisson non-identifié,Fish unidentified,NA
346,PEI,2023,NA,NA,NA,NA,275,323,NA,106.14,NA,5,3,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,145.94,29.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,79.38,23.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,99.02,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,149.96,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,151.25,25.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,136.03,26.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,107.34,20.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,94.83,24.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,29.02,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,47.35,21.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,66.96,21.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,34.34,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,30.48,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,34.61,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
347,PEI,2023,10,12,NA,NA,229,217,NA,128.63,NA,5,1,Poisson non-identifié,Fish unidentified,NA
348,PEI,2023,8,30,NA,NA,230,206,NA,46.97,NA,1,1,Autre,Other,NA
348,PEI,2023,8,30,NA,NA,230,206,NA,18.17,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,11.71,12.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,15.35,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,13.37,12.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,17.08,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,16.15,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,15.60,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,14.34,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,11.07,12.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,11.99,11.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,12.84,11.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,15.19,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,12.44,12.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,12.06,12.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,13.40,11.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,17.34,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,12.53,10.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,13.02,11.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,12.75,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,14.02,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,12.07,11.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,11.54,12.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,10.18,11.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,11.33,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,13.36,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,11.01,12.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,13.30,12.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
348,PEI,2023,8,30,NA,NA,230,206,NA,211.83,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
349,PEI,2023,10,11,NA,NA,241,211,NA,NA,NA,NA,1,Autre,Other,NA
350,PEI,2023,10,11,NA,NA,222,164,NA,214.45,29.00,1,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
350,PEI,2023,10,11,NA,NA,222,164,NA,77.12,22.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
350,PEI,2023,10,11,NA,NA,222,164,NA,23.20,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
350,PEI,2023,10,11,NA,NA,222,164,NA,11.35,10.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
350,PEI,2023,10,11,NA,NA,222,164,NA,18.90,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
350,PEI,2023,10,11,NA,NA,222,164,NA,8.89,NA,5,1,Poisson non-identifié,Fish unidentified,NA
351,PEI,2023,9,7,NA,NA,214,154,NA,NA,NA,NA,1,Autre,Other,NA
352,PEI,2023,8,30,NA,NA,238,232,NA,20.56,NA,1,1,Autre,Other,NA
352,PEI,2023,8,30,NA,NA,238,232,NA,86.06,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
353,PEI,2023,NA,NA,NA,NA,227,178,NA,241.90,29.00,1,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
353,PEI,2023,NA,NA,NA,NA,227,178,NA,73.33,23.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
353,PEI,2023,NA,NA,NA,NA,227,178,NA,112.28,24.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
353,PEI,2023,NA,NA,NA,NA,227,178,NA,34.89,17.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
353,PEI,2023,NA,NA,NA,NA,227,178,NA,42.15,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
353,PEI,2023,NA,NA,NA,NA,227,178,NA,52.37,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
354,PEI,2023,9,29,NA,NA,242,182,NA,82.07,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
354,PEI,2023,9,29,NA,NA,242,182,NA,32.33,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
354,PEI,2023,9,29,NA,NA,242,182,NA,15.13,12.00,4,1,Poisson non-identifié,Fish unidentified,NA
354,PEI,2023,9,29,NA,NA,242,182,NA,16.37,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
354,PEI,2023,9,29,NA,NA,242,182,NA,25.49,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
354,PEI,2023,9,29,NA,NA,242,182,NA,0.74,5.00,1,1,Hirudinella sp.,Hirudinella sp.,Hirudinella sp.
355,PEI,2023,NA,NA,NA,NA,209,126,NA,8.72,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
355,PEI,2023,NA,NA,NA,NA,209,126,NA,10.23,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
355,PEI,2023,NA,NA,NA,NA,209,126,NA,8.31,11.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
355,PEI,2023,NA,NA,NA,NA,209,126,NA,7.01,9.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
355,PEI,2023,NA,NA,NA,NA,209,126,NA,10.20,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
355,PEI,2023,NA,NA,NA,NA,209,126,NA,5.02,9.00,4,1,Poisson non-identifié,Fish unidentified,NA
355,PEI,2023,NA,NA,NA,NA,209,126,NA,8.37,11.00,4,1,Poisson non-identifié,Fish unidentified,NA
355,PEI,2023,NA,NA,NA,NA,209,126,NA,6.94,10.00,4,1,Poisson non-identifié,Fish unidentified,NA
355,PEI,2023,NA,NA,NA,NA,209,126,NA,11.86,12.00,4,1,Poisson non-identifié,Fish unidentified,NA
355,PEI,2023,NA,NA,NA,NA,209,126,NA,8.63,11.00,4,1,Poisson non-identifié,Fish unidentified,NA
355,PEI,2023,NA,NA,NA,NA,209,126,NA,35.84,NA,5,3,Poisson non-identifié,Fish unidentified,NA
356,PEI,2023,8,21,NA,NA,203,132,NA,NA,NA,NA,1,Autre,Other,NA
357,PEI,2023,NA,NA,NA,NA,248,223,NA,10.35,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
357,PEI,2023,NA,NA,NA,NA,248,223,NA,5.62,9.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
357,PEI,2023,NA,NA,NA,NA,248,223,NA,9.18,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
357,PEI,2023,NA,NA,NA,NA,248,223,NA,29.45,NA,5,3,Maquereau bleu,Atlantic mackerel,Scomber scombrus
357,PEI,2023,NA,NA,NA,NA,248,223,NA,0.22,4.00,1,1,Hirudinella sp.,Hirudinella sp.,Hirudinella sp.
358,PEI,2023,8,20,NA,NA,208,134,NA,49.89,20.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
358,PEI,2023,8,20,NA,NA,208,134,NA,46.91,22.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
358,PEI,2023,8,20,NA,NA,208,134,NA,37.34,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
358,PEI,2023,8,20,NA,NA,208,134,NA,188.79,NA,5,1,Poisson non-identifié,Fish unidentified,NA
359,PEI,2023,9,30,NA,NA,244,240,NA,42.65,16.00,2,2,Maquereau bleu,Atlantic mackerel,Scomber scombrus
359,PEI,2023,9,30,NA,NA,244,240,NA,39.52,16.00,2,2,Maquereau bleu,Atlantic mackerel,Scomber scombrus
359,PEI,2023,9,30,NA,NA,244,240,NA,36.66,16.00,2,2,Maquereau bleu,Atlantic mackerel,Scomber scombrus
359,PEI,2023,9,30,NA,NA,244,240,NA,43.83,17.00,3,3,Maquereau bleu,Atlantic mackerel,Scomber scombrus
359,PEI,2023,9,30,NA,NA,244,240,NA,97.88,22.00,4,4,Maquereau bleu,Atlantic mackerel,Scomber scombrus
359,PEI,2023,9,30,NA,NA,244,240,NA,24.31,16.00,4,4,Poisson non-identifié,Fish unidentified,NA
359,PEI,2023,9,30,NA,NA,244,240,NA,25.68,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
359,PEI,2023,9,30,NA,NA,244,240,NA,22.26,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
