abft_thon,region_région,year_année,month_mois,day_jour,latitude_latitude,longitude_longitude,fkl_lf,rw_pt,dw_pé,preyw_pproie,preyl_lproie,digestion_digestion,quantity_quantitée,prey_proie_fr,prey_proie_en,prey_proie_latin
157,PEI,2021,8,22,NA,NA,125,160,NA,0.42,6.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.52,6.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.69,7.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.73,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,35.36,NA,5,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,104.69,NA,5,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
158,PEI,2021,8,3,NA,NA,223,172,NA,0.18,NA,1,1,Autre,Other,NA
159,PEI,2021,8,7,NA,NA,180,87,NA,NA,NA,NA,1,Autre,Other,NA
160,PEI,2021,8,11,46.5581,-62.0258,227,177,NA,NA,NA,NA,1,Autre,Other,NA
161,PEI,2021,8,7,46.5033,-62.3992,225,183,NA,10.84,NA,1,1,Autre,Other,NA
161,PEI,2021,8,7,46.5033,-62.3992,225,183,NA,0.00,NA,1,1,Autre,Other,NA
161,PEI,2021,8,7,46.5033,-62.3992,225,183,NA,0.00,NA,1,1,Autre,Other,NA
161,PEI,2021,8,7,46.5033,-62.3992,225,183,NA,0.00,NA,1,1,Autre,Other,NA
161,PEI,2021,8,7,46.5033,-62.3992,225,183,NA,0.00,NA,1,1,Autre,Other,NA
162,PEI,2021,8,22,46.4789,-62.0069,230,191,NA,0.40,NA,1,19,Autre,Other,NA
163,PEI,2021,10,12,46.5256,-62.1458,217,154,NA,NA,NA,NA,1,Autre,Other,NA
164,PEI,2021,8,15,NA,NA,223,168,NA,342.14,34.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
164,PEI,2021,8,15,NA,NA,223,168,NA,1.28,NA,1,1,Poisson non-identifié,Fish unidentified,NA
165,PEI,2021,NA,NA,NA,NA,NA,NA,NA,0.14,NA,1,9,Autre,Other,NA
166,PEI,2021,8,13,NA,NA,213,165,NA,21.87,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
167,PEI,2021,8,9,NA,NA,231,162,NA,NA,NA,NA,1,Autre,Other,NA
168,PEI,2021,8,4,46.5578,-62.1456,222,165,NA,352.74,36.00,1,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
168,PEI,2021,8,4,46.5578,-62.1456,222,165,NA,5.27,11.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
169,PEI,2021,8,18,NA,NA,233,193,NA,46.16,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
169,PEI,2021,8,18,NA,NA,233,193,NA,0.56,NA,1,1,Autre,Other,NA
170,PEI,2021,9,27,NA,NA,230,266,NA,NA,NA,NA,1,Autre,Other,NA
171,PEI,2021,9,30,NA,NA,248,290,NA,NA,NA,NA,1,Autre,Other,NA
172,PEI,2021,8,22,46.5272,-62.3206,149,191,NA,NA,NA,NA,1,Autre,Other,NA
173,PEI,2021,9,27,46.4639,-62.8903,252,262,NA,3.68,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
174,PEI,2021,8,17,NA,NA,225,167,NA,0.49,NA,3,1,Autre,Other,NA
174,PEI,2021,8,17,NA,NA,225,167,NA,1.37,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
175,PEI,2021,8,11,46.5033,-62.3992,220,160,NA,239.96,33.00,1,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
176,PEI,2021,9,27,NA,NA,252,283,NA,0.55,NA,1,1,Autre,Other,NA
177,PEI,2021,9,30,NA,NA,230,189,NA,225.39,31.00,1,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
178,PEI,2021,10,5,46.5369,-62.5322,230,202,NA,17.82,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
178,PEI,2021,10,5,46.5369,-62.5322,230,202,NA,13.28,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
178,PEI,2021,10,5,46.5369,-62.5322,230,202,NA,18.77,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
178,PEI,2021,10,5,46.5369,-62.5322,230,202,NA,10.82,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
178,PEI,2021,10,5,46.5369,-62.5322,230,202,NA,14.61,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
178,PEI,2021,10,5,46.5369,-62.5322,230,202,NA,11.40,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
179,PEI,2021,10,5,46.5358,-62.5361,214,151,NA,2.51,NA,5,1,Poisson non-identifié,Fish unidentified,NA
180,PEI,2021,8,17,NA,NA,243,183,NA,11.42,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
180,PEI,2021,8,17,NA,NA,243,183,NA,9.77,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
181,PEI,2021,10,6,46.5381,-62.7717,230,250,NA,154.55,29.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
181,PEI,2021,10,6,46.5381,-62.7717,230,250,NA,15.76,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
181,PEI,2021,10,6,46.5381,-62.7717,230,250,NA,0.11,NA,1,1,Autre,Other,NA
182,PEI,2021,9,30,46.5367,-62.5950,225,171,NA,0.40,NA,1,3,Autre,Other,NA
182,PEI,2021,9,30,46.5367,-62.5950,225,171,NA,37.68,23.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
182,PEI,2021,9,30,46.5367,-62.5950,225,171,NA,38.57,22.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,88.70,24.00,1,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,21.09,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,27.26,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,15.52,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,20.91,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,24.59,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,25.41,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,20.28,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,23.12,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,17.14,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,20.11,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,12.79,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,26.34,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,27.52,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,45.61,18.00,3,1,Balaou atlantique,Atlantic saury,Scomberesox saurus saurus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,25.97,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,31.32,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,48.03,19.00,2,1,Encornet non-spécifié,Shortfin squid unidentified,Illex sp.
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,14.13,NA,1,1,Autre,Other,NA
183,PEI,2021,9,30,46.4133,-61.9233,263,264,NA,3.03,NA,1,1,Autre,Other,NA
184,PEI,2021,9,27,NA,NA,251,160,NA,286.76,35.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
185,PEI,2021,NA,NA,NA,NA,NA,NA,NA,0.94,NA,1,1,Autre,Other,NA
185,PEI,2021,NA,NA,NA,NA,NA,NA,NA,11.46,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
185,PEI,2021,NA,NA,NA,NA,NA,NA,NA,18.82,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
185,PEI,2021,NA,NA,NA,NA,NA,NA,NA,16.67,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
185,PEI,2021,NA,NA,NA,NA,NA,NA,NA,22.02,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
186,PEI,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Autre,Other,NA
187,PEI,2021,10,6,46.5328,-62.2617,230,185,NA,72.34,28.00,3,1,Balaou atlantique,Atlantic saury,Scomberesox saurus saurus
187,PEI,2021,10,6,46.5328,-62.2617,230,185,NA,84.85,29.00,3,1,Balaou atlantique,Atlantic saury,Scomberesox saurus saurus
187,PEI,2021,10,6,46.5328,-62.2617,230,185,NA,42.56,19.00,4,1,Hareng atlantique,Atlantic herring,Clupea harengus
187,PEI,2021,10,6,46.5328,-62.2617,230,185,NA,111.40,NA,5,2,Maquereau bleu,Atlantic mackerel,Scomber scombrus
188,PEI,2021,8,2,46.5258,-62.3597,220,167,NA,NA,NA,NA,1,Autre,Other,NA
189,PEI,2021,10,5,NA,NA,225,194,NA,388.71,35.00,1,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
189,PEI,2021,10,5,NA,NA,225,194,NA,152.94,29.00,3,1,Morue franche,Atlantic cod,Gadus morhua
189,PEI,2021,10,5,NA,NA,225,194,NA,7.16,11.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
189,PEI,2021,10,5,NA,NA,225,194,NA,17.77,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
189,PEI,2021,10,5,NA,NA,225,194,NA,19.54,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
189,PEI,2021,10,5,NA,NA,225,194,NA,20.18,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
189,PEI,2021,10,5,NA,NA,225,194,NA,22.67,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
189,PEI,2021,10,5,NA,NA,225,194,NA,19.64,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
189,PEI,2021,10,5,NA,NA,225,194,NA,22.28,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
189,PEI,2021,10,5,NA,NA,225,194,NA,114.65,NA,5,5,Poisson non-identifié,Fish unidentified,NA
190,PEI,2021,8,15,NA,NA,207,136,NA,82.67,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,33.87,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,55.21,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,43.29,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,86.30,21.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,83.29,21.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,125.56,25.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,27.36,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,63.42,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,35.99,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,43.24,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,69.05,22.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,38.66,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,28.83,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,84.55,20.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,133.54,23.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,49.94,19.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,71.98,23.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
190,PEI,2021,8,15,NA,NA,207,136,NA,194.70,NA,5,3,Poisson non-identifié,Fish unidentified,NA
190,PEI,2021,8,15,NA,NA,207,136,NA,207.04,NA,5,3,Poisson non-identifié,Fish unidentified,NA
190,PEI,2021,8,15,NA,NA,207,136,NA,108.70,29.00,1,1,Encornet non-spécifié,Shortfin squid unidentified,Illex sp.
190,PEI,2021,8,15,NA,NA,207,136,NA,16.98,21.00,3,1,Encornet non-spécifié,Shortfin squid unidentified,Illex sp.
191,PEI,2021,8,22,46.3636,-61.9239,280,304,NA,167.91,29.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
191,PEI,2021,8,22,46.3636,-61.9239,280,304,NA,37.31,25.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
191,PEI,2021,8,22,46.3636,-61.9239,280,304,NA,75.91,25.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
192,PEI,2021,10,5,NA,NA,250,241,NA,165.90,28.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
192,PEI,2021,10,5,NA,NA,250,241,NA,18.68,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
192,PEI,2021,10,5,NA,NA,250,241,NA,21.31,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
192,PEI,2021,10,5,NA,NA,250,241,NA,16.73,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
192,PEI,2021,10,5,NA,NA,250,241,NA,19.07,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
192,PEI,2021,10,5,NA,NA,250,241,NA,138.37,NA,5,3,Poisson non-identifié,Fish unidentified,NA
193,PEI,2021,9,20,45.9997,-62.2808,248,244,NA,92.70,NA,1,1,Autre,Other,NA
193,PEI,2021,9,20,45.9997,-62.2808,248,244,NA,100.18,NA,2,1,Poisson appât Hareng atlantique,Bait fish Atlantic herring,NA
193,PEI,2021,9,20,45.9997,-62.2808,248,244,NA,67.29,NA,2,1,Poisson appât Hareng atlantique,Bait fish Atlantic herring,NA
193,PEI,2021,9,20,45.9997,-62.2808,248,244,NA,22.47,NA,NA,1,Autre,Other,NA
194,PEI,2021,9,24,46.5564,-62.3164,220,180,NA,18.59,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
194,PEI,2021,9,24,46.5564,-62.3164,220,180,NA,16.86,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
194,PEI,2021,9,24,46.5564,-62.3164,220,180,NA,6.68,NA,5,1,Poisson non-identifié,Fish unidentified,NA
195,PEI,2021,9,30,NA,NA,230,216,NA,3.48,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
195,PEI,2021,9,30,NA,NA,230,216,NA,68.72,NA,NA,1,Autre,Other,NA
196,PEI,2021,9,21,46.5267,-62.3067,240,253,NA,57.48,31.00,2,1,Anguille américaine,American eel,Anguilla rostrata
196,PEI,2021,9,21,46.5267,-62.3067,240,253,NA,206.61,29.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
196,PEI,2021,9,21,46.5267,-62.3067,240,253,NA,58.72,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
196,PEI,2021,9,21,46.5267,-62.3067,240,253,NA,17.86,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
196,PEI,2021,9,21,46.5267,-62.3067,240,253,NA,28.52,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
196,PEI,2021,9,21,46.5267,-62.3067,240,253,NA,18.39,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
196,PEI,2021,9,21,46.5267,-62.3067,240,253,NA,29.74,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
196,PEI,2021,9,21,46.5267,-62.3067,240,253,NA,26.96,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
196,PEI,2021,9,21,46.5267,-62.3067,240,253,NA,60.44,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
196,PEI,2021,9,21,46.5267,-62.3067,240,253,NA,69.26,NA,5,1,Poisson non-identifié,Fish unidentified,NA
197,PEI,2021,9,30,NA,NA,280,319,NA,NA,NA,NA,1,Autre,Other,NA
198,PEI,2021,9,23,46.5353,-62.6931,216,157,NA,15.90,NA,5,1,Balaou atlantique,Atlantic saury,Scomberesox saurus saurus
198,PEI,2021,9,23,46.5353,-62.6931,216,157,NA,14.78,NA,5,1,Poisson non-identifié,Fish unidentified,NA
198,PEI,2021,9,23,46.5353,-62.6931,216,157,NA,19.00,NA,5,1,Poisson non-identifié,Fish unidentified,NA
198,PEI,2021,9,23,46.5353,-62.6931,216,157,NA,16.56,NA,5,1,Poisson non-identifié,Fish unidentified,NA
199,PEI,2021,9,18,46.5242,-62.7717,212,174,NA,NA,NA,NA,1,Autre,Other,NA
200,PEI,2021,9,23,NA,NA,277,273,NA,NA,NA,NA,1,Autre,Other,NA
201,PEI,2021,9,23,46.5275,-62.6972,233,210,NA,NA,NA,NA,1,Autre,Other,NA
202,PEI,2021,9,14,NA,NA,241,269,NA,11.41,NA,5,1,Poisson non-identifié,Fish unidentified,NA
202,PEI,2021,9,14,NA,NA,241,269,NA,12.15,NA,NA,1,Autre,Other,NA
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,74.01,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,111.68,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,85.28,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,72.67,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,92.68,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,18.91,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,20.38,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,18.72,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,71.99,20.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,12.18,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,13.22,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,12.12,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,16.43,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,15.77,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,14.26,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,20.62,113.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,19.57,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,13.41,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,16.39,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,11.62,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,16.14,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,21.53,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,15.17,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,14.22,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,18.27,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,21.17,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,12.85,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
203,PEI,2021,9,24,46.5689,-62.5300,250,242,NA,368.46,NA,5,10,Poisson non-identifié,Fish unidentified,NA
204,PEI,2021,NA,NA,NA,NA,NA,NA,NA,17.61,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
205,PEI,2021,10,13,NA,NA,222,184,NA,10.82,14.00,4,1,Poisson non-identifié,Fish unidentified,NA
205,PEI,2021,10,13,NA,NA,222,184,NA,12.21,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
205,PEI,2021,10,13,NA,NA,222,184,NA,0.15,NA,1,1,Autre,Other,NA
206,PEI,2021,9,21,46.1072,-62.2508,268,280,NA,206.83,30.00,1,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
206,PEI,2021,9,21,46.1072,-62.2508,268,280,NA,80.93,22.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
206,PEI,2021,9,21,46.1072,-62.2508,268,280,NA,178.31,28.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
206,PEI,2021,9,21,46.1072,-62.2508,268,280,NA,198.31,25.00,3,1,Hareng atlantique,Atlantic herring,Clupea harengus
206,PEI,2021,9,21,46.1072,-62.2508,268,280,NA,101.33,26.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
206,PEI,2021,9,21,46.1072,-62.2508,268,280,NA,122.79,24.00,5,1,Poisson appât Hareng atlantique,Bait fish Atlantic herring,NA
206,PEI,2021,9,21,46.1072,-62.2508,268,280,NA,19.36,NA,5,1,Poisson non-identifié,Fish unidentified,NA
206,PEI,2021,9,21,46.1072,-62.2508,268,280,NA,22.06,NA,5,1,Poisson non-identifié,Fish unidentified,NA
206,PEI,2021,9,21,46.1072,-62.2508,268,280,NA,30.87,NA,5,1,Hareng atlantique,Atlantic herring,Clupea harengus
207,PEI,2022,9,5,NA,NA,233,182,NA,NA,NA,NA,1,Autre,Other,NA
208,PEI,2022,9,9,NA,NA,228,181,NA,NA,NA,NA,1,Autre,Other,NA
209,PEI,2022,9,13,NA,NA,259,296,NA,34.75,16.00,3,1,Poisson non-identifié,Fish unidentified,NA
209,PEI,2022,9,13,NA,NA,259,296,NA,33.93,19.00,3,1,Poisson non-identifié,Fish unidentified,NA
209,PEI,2022,9,13,NA,NA,259,296,NA,39.28,19.00,3,1,Poisson non-identifié,Fish unidentified,NA
209,PEI,2022,9,13,NA,NA,259,296,NA,21.55,19.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
209,PEI,2022,9,13,NA,NA,259,296,NA,38.78,19.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
209,PEI,2022,9,13,NA,NA,259,296,NA,24.27,18.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
209,PEI,2022,9,13,NA,NA,259,296,NA,29.38,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
209,PEI,2022,9,13,NA,NA,259,296,NA,25.83,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
209,PEI,2022,9,13,NA,NA,259,296,NA,23.27,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
209,PEI,2022,9,13,NA,NA,259,296,NA,23.86,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
209,PEI,2022,9,13,NA,NA,259,296,NA,25.05,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
209,PEI,2022,9,13,NA,NA,259,296,NA,77.76,NA,5,1,Poisson non-identifié,Fish unidentified,NA
210,PEI,2022,9,14,NA,NA,253,255,NA,NA,NA,NA,1,Autre,Other,NA
211,PEI,2022,9,12,NA,NA,248,237,NA,55.41,20.00,3,1,Poisson non-identifié,Fish unidentified,NA
211,PEI,2022,9,12,NA,NA,248,237,NA,72.39,21.00,3,1,Poisson non-identifié,Fish unidentified,NA
211,PEI,2022,9,12,NA,NA,248,237,NA,60.94,21.00,3,1,Poisson non-identifié,Fish unidentified,NA
211,PEI,2022,9,12,NA,NA,248,237,NA,67.51,23.00,3,1,Poisson non-identifié,Fish unidentified,NA
211,PEI,2022,9,12,NA,NA,248,237,NA,63.11,21.00,3,1,Poisson non-identifié,Fish unidentified,NA
211,PEI,2022,9,12,NA,NA,248,237,NA,26.31,15.00,3,1,Poisson non-identifié,Fish unidentified,NA
211,PEI,2022,9,12,NA,NA,248,237,NA,41.27,19.00,3,1,Poisson non-identifié,Fish unidentified,NA
